,transaction_id,customer_id,amount,customer_age,past_fraud_count,avg_spend,is_international,device_type,customer_region,category,merchant,transaction_time,is_fraud
464,T1464,C171,327.47,38.0,0,121.51,0,pos,North,shopping,Target,2024-01-01 10:28:27,0
469,T1469,C189,330.29,56.0,0,44.2,0,mobile,East,grocery,Target,2024-01-01 04:07:00,0
471,T1471,C294,350.25,38.0,0,42.85,0,web,West,travel,BestBuy,2024-01-01 14:27:00,0
475,T1475,C426,495.68,43.0,0,99.79,0,mobile,South,travel,Amazon,2024-01-01 21:13:00,0
478,T1478,C467,348.36,48.0,0,128.49,1,web,West,electronics,Amazon,2024-01-01 09:23:00,0
498,T1498,C169,366.5,18.0,0,84.62,1,pos,South,electronics,Starbucks,2024-01-01 02:01:33,0
499,T1499,C228,428.39,24.0,0,51.61,1,web,South,electronics,Starbucks,2024-01-01 11:46:00,0
518,T1518,C304,436.43,50.0,0,35.93,1,web,West,grocery,BestBuy,2024-01-01 11:43:49,0
522,T1522,C132,350.37,43.0,0,123.88,0,web,North,food,Target,2024-02-01 03:27:14,0
531,T1531,C195,817.24,62.0,0,166.28,0,mobile,East,electronics,Target,2024-01-01 16:39:00,0
532,T1532,C280,569.49,37.0,0,91.68,0,pos,North,travel,Amazon,2024-01-01 19:48:00,0
558,T1558,C352,7035.5,19.0,0,110.4,1,mobile,West,food,Target,2024-01-01 19:31:29,0
581,T1581,C403,391.37,21.0,0,100.38,0,web,East,shopping,Amazon,2024-01-02 01:37:00,0
596,T1596,C111,5506.5,40.0,0,155.69,0,pos,West,travel,Walmart,2024-01-01 10:12:00,0
615,T1615,C378,12683.5,62.0,0,137.48,0,pos,East,travel,Target,2024-01-01 19:41:00,0
661,T1661,C450,430.62,39.0,0,173.72,0,web,East,shopping,Amazon,2024-01-01 19:31:00,0
664,T1664,C160,536.5,65.0,1,70.03,0,mobile,North,electronics,BestBuy,2024-01-01 13:41:00,0
675,T1675,C191,403.86,59.0,0,136.27,0,mobile,South,grocery,BestBuy,2024-01-01 10:52:00,0
678,T1678,C250,348.91,67.0,0,100.37,0,mobile,West,travel,Amazon,2024-01-01 19:22:36,0
700,T1700,C324,3802.5,62.0,0,22.45,0,mobile,East,Unknown,Target,2024-01-01 00:04:00,0
705,T1705,C243,460.12,31.0,0,72.42,0,pos,South,travel,Unknown,2024-01-01 00:13:00,0
717,T1717,C247,335.32,20.0,0,110.75,0,web,East,shopping,Walmart,2024-01-01 08:08:00,0
790,T1790,C254,832.4999999999999,58.0,0,104.17,1,pos,South,food,Walmart,2024-02-01 02:41:00,0
810,T1810,C178,418.92,25.0,0,131.63,0,pos,East,shopping,Walmart,2024-01-01 00:58:00,0
811,T1811,C101,9128.5,48.0,0,37.86,1,pos,North,food,Starbucks,2024-01-01 21:28:55,0
835,T1835,C329,2714.5,23.0,1,103.69,0,pos,East,electronics,Starbucks,2024-01-01 23:50:00,0
843,T1843,C428,324.6,46.0,0,145.34,0,mobile,West,Unknown,Amazon,2024-01-01 00:15:00,0
847,T1847,C120,576.81,69.0,0,71.4,0,web,South,travel,Starbucks,2024-01-01 05:59:45,0
918,T1918,C441,7211.499999999999,56.0,0,81.6,0,web,South,food,Amazon,2024-01-01 08:09:00,0
932,T1932,C149,416.06,45.0,1,127.33,0,mobile,East,travel,Walmart,2024-01-01 13:14:00,0
955,T1955,C208,2415.5,38.0,0,112.57,0,pos,South,Unknown,Starbucks,2024-01-01 07:57:00,0
991,T1991,C301,5932.0,55.0,0,104.73,0,pos,South,food,Amazon,2024-01-01 06:19:00,0
1011,T2011,C387,439.56,26.0,0,54.07,1,mobile,East,grocery,BestBuy,2024-01-01 05:34:00,0
1023,T2023,C426,354.25,24.0,0,125.13,0,pos,West,shopping,Amazon,2024-02-01 02:09:00,0
1048,T2048,C457,10205.0,40.0,0,54.42,0,web,West,travel,Target,2024-02-01 02:57:00,0
1054,T2054,C259,618.22,53.0,0,82.37,0,pos,East,travel,Target,2024-01-01 03:13:00,0
1061,T2061,C303,414.04,44.0,0,86.86,0,web,East,travel,Starbucks,2024-01-01 05:58:00,0
1074,T2074,C342,440.0,19.0,0,177.92,0,mobile,South,grocery,Starbucks,2024-01-01 23:45:00,0
1088,T2088,C114,472.94,62.0,1,23.96,0,mobile,East,Unknown,BestBuy,2024-02-01 03:06:00,0
1101,T2101,C458,347.71,18.0,0,153.66,0,web,South,food,Target,2024-01-01 05:13:00,0
1104,T2104,C263,528.0,43.0,0,135.38,0,mobile,South,Unknown,BestBuy,2024-01-01 16:03:00,0
1107,T2107,C321,7098.999999999999,53.0,0,108.7,0,pos,North,grocery,Target,2024-01-01 04:49:00,0
1124,T2124,C188,5324.5,22.0,0,161.04,0,mobile,West,food,Amazon,2024-01-01 03:51:00,0
1141,T2141,C266,2137.0,43.0,0,127.17,0,web,West,electronics,Walmart,2024-01-02 03:00:00,0
1171,T2171,C407,397.32,60.0,0,95.53,0,pos,West,electronics,Walmart,2024-01-01 07:10:00,0
1180,T2180,C151,329.66,35.0,0,-1.05,0,pos,South,grocery,Starbucks,2024-01-01 20:07:00,0
1196,T2196,C167,363.02,34.0,1,112.29,0,pos,East,food,Walmart,2024-01-01 23:45:00,0
1197,T2197,C200,346.98,33.0,1,29.12,0,mobile,West,electronics,Unknown,2024-01-01 22:13:00,0
1209,T2209,C425,585.15,31.0,0,132.2,0,web,South,food,Amazon,2024-01-01 04:50:00,0
1228,T2228,C197,413.38,29.0,0,158.44,0,pos,West,grocery,Starbucks,2024-01-01 15:28:00,0
1238,T2238,C397,344.81,62.0,0,81.71,0,web,West,shopping,Amazon,2024-01-01 18:47:00,0
1277,T2277,C173,431.72,55.0,0,129.19,0,pos,West,food,BestBuy,2024-01-01 21:02:00,0
1324,T2324,C102,372.41,64.0,0,175.6,0,web,West,Unknown,BestBuy,2024-01-01 22:07:45,0
1333,T2333,C113,560.86,27.0,0,143.22,0,mobile,East,food,BestBuy,2024-01-01 03:43:00,0
1334,T2334,C253,368.06,60.0,0,83.97,0,mobile,South,electronics,Unknown,2024-01-01 03:46:00,0
1348,T2348,C136,439.41,66.0,0,111.52,0,mobile,East,grocery,Amazon,2024-01-02 03:32:00,0
1370,T2370,C461,355.42,43.0,0,23.15,1,web,West,food,Amazon,2024-01-01 21:27:00,0
1382,T2382,C176,348.72,25.0,0,115.87,0,pos,West,travel,Unknown,2024-01-01 07:47:00,0
1388,T2388,C140,350.06,43.0,0,126.7,1,pos,West,electronics,BestBuy,2024-02-01 00:47:00,0
1392,T2392,C434,930.0,59.0,0,53.98,0,mobile,West,electronics,BestBuy,2024-01-01 17:11:34,0
1424,T2424,C307,431.48,60.0,0,92.14,0,mobile,West,travel,Target,2024-01-01 09:44:00,0
1425,T2425,C434,335.58,43.0,0,97.05,0,web,East,travel,Amazon,2024-01-01 22:11:00,0
1440,T2440,C229,350.36,23.0,0,100.02,0,mobile,West,grocery,Target,2024-01-02 01:57:00,0
1464,T2464,C458,744.17,68.0,0,78.26,0,web,East,food,Unknown,2024-01-01 04:31:00,0
1466,T2466,C301,377.99,43.0,1,100.4,0,mobile,East,shopping,Amazon,2024-01-01 20:55:00,0
1544,T2544,C310,329.49,43.0,0,101.2,0,web,South,food,Amazon,2024-01-01 01:56:00,0
1584,T2584,C266,440.51,52.0,0,20.74,0,mobile,North,food,Target,2024-01-01 03:50:00,0
1591,T2591,C429,473.94,56.0,0,107.8,0,pos,West,electronics,BestBuy,2024-02-01 01:36:00,0
1616,T2616,C202,513.95,37.0,0,68.92,0,pos,South,shopping,BestBuy,2024-01-01 11:22:35,0
1623,T2623,C436,316.12,58.0,0,143.36,1,pos,East,shopping,Unknown,2024-01-01 17:27:00,0
1633,T2633,C387,7934.5,42.0,1,97.41,0,mobile,East,grocery,Walmart,2024-01-01 11:28:00,1
1638,T2638,C171,489.07,22.0,0,102.48,0,web,North,travel,Target,2024-01-02 02:55:00,0
1664,T2664,C287,484.83,63.0,0,12.96,0,mobile,North,Unknown,Target,2024-02-01 00:25:50,0
1681,T2681,C366,371.36,43.0,0,132.3,1,web,East,electronics,Starbucks,2024-01-01 09:22:00,0
1683,T2683,C429,8643.5,33.0,0,136.15,0,mobile,South,grocery,Starbucks,2024-01-01 19:38:00,0
1698,T2698,C368,330.0,46.0,0,51.18,0,pos,East,food,Walmart,2024-01-01 17:09:00,0
1700,T2700,C385,337.62,31.0,0,122.45,0,pos,West,grocery,Walmart,2024-01-01 19:53:00,0
1706,T2706,C313,5119.5,34.0,0,51.87,0,pos,North,food,BestBuy,2024-01-01 23:53:57,0
1715,T2715,C128,527.19,56.0,0,12.24,0,mobile,South,shopping,Target,2024-01-01 11:04:00,0
1718,T2718,C450,411.53,40.0,0,80.58,0,mobile,North,electronics,Target,2024-01-01 23:26:32,0
1727,T2727,C395,571.29,34.0,0,127.38,0,web,North,food,Unknown,2024-01-01 07:23:00,0
1751,T2751,C200,1211.5,33.0,0,41.64,0,mobile,East,food,Starbucks,2024-01-01 12:00:00,0
1754,T2754,C154,372.45,52.0,0,207.86,0,pos,South,travel,Starbucks,2024-01-01 08:14:00,0
1756,T2756,C221,320.83,38.0,0,190.71,0,pos,South,shopping,BestBuy,2024-01-01 20:49:00,0
1764,T2764,C377,813.0000000000001,23.0,0,41.55,0,pos,East,food,BestBuy,2024-01-01 08:27:00,0
1815,T2815,C293,343.77,37.0,0,11.52,0,pos,East,grocery,BestBuy,2024-01-01 18:12:38,0
1818,T2818,C198,4899.5,36.0,0,132.43,0,web,West,food,Starbucks,2024-02-01 03:42:00,0
1827,T2827,C138,345.74,56.0,0,87.02,1,web,East,shopping,BestBuy,2024-01-01 00:33:00,0
1830,T2830,C235,391.05,40.0,0,43.22,1,web,South,food,BestBuy,2024-01-01 21:28:03,0
1855,T2855,C199,1453.5,28.0,0,141.6,0,pos,South,travel,Unknown,2024-01-01 03:33:00,0
1864,T2864,C212,417.79,31.0,0,151.24,1,web,North,grocery,Walmart,2024-01-01 07:53:46,0
1889,T2889,C430,480.48,49.0,0,56.08,0,mobile,East,shopping,Target,2024-01-01 06:55:00,0
1906,T2906,C373,317.18,68.0,1,96.09,0,mobile,East,shopping,BestBuy,2024-01-01 01:34:00,0
1912,T2912,C286,560.87,23.0,0,19.45,0,pos,South,travel,Target,2024-02-01 01:39:00,0
1924,T2924,C141,7904.000000000001,46.0,0,67.1,0,pos,West,grocery,Walmart,2024-01-01 21:28:53,0
1932,T2932,C236,4112.5,47.0,0,91.02,1,mobile,South,Unknown,Target,2024-01-01 00:15:44,0
1951,T2951,C214,1246.0,43.0,0,75.72,0,web,East,shopping,Unknown,2024-01-01 05:19:00,0
1954,T2954,C208,640.55,35.0,0,32.94,0,web,North,food,Starbucks,2024-01-01 23:53:00,0
2019,T3019,C282,5450.0,37.0,1,50.61,0,pos,South,food,BestBuy,2024-01-01 17:30:46,0
2020,T3020,C119,330.76,36.0,1,163.54,0,pos,West,food,Target,2024-02-01 02:09:00,0
2027,T3027,C320,397.91,40.0,0,96.93,0,web,West,travel,Walmart,2024-01-01 01:25:00,0
2033,T3033,C297,357.57,26.0,0,98.77,1,mobile,South,Unknown,Starbucks,2024-01-02 03:05:00,0
2078,T3078,C321,419.9,46.0,0,70.79,0,mobile,East,travel,Starbucks,2024-01-01 04:00:00,0
2091,T3091,C376,333.76,43.0,0,43.9,1,mobile,East,shopping,Target,2024-01-01 09:10:00,0
2109,T3109,C259,410.57,59.0,0,129.44,1,pos,North,grocery,Amazon,2024-01-01 13:52:00,0
2122,T3122,C482,341.51,41.0,1,106.51,0,mobile,West,grocery,Walmart,2024-01-02 00:00:00,0
2124,T3124,C132,414.21,63.0,1,72.18,0,web,South,grocery,Target,2024-01-01 21:59:00,0
2165,T3165,C390,386.82,64.0,0,88.3,1,mobile,South,shopping,Starbucks,2024-01-01 19:54:24,0
2200,T3200,C125,376.36,33.0,0,185.38,0,pos,West,shopping,Starbucks,2024-01-01 11:37:00,0
2213,T3213,C401,329.17,43.0,0,141.29,0,web,West,shopping,BestBuy,2024-01-01 13:27:00,0
2239,T3239,C421,1369.0,29.0,0,121.75,0,pos,East,grocery,Amazon,2024-01-01 04:47:00,0
2243,T3243,C131,538.99,25.0,0,219.23,0,mobile,East,electronics,Amazon,2024-01-01 22:27:00,0
2249,T3249,C435,610.5,30.0,0,75.59,0,web,East,electronics,Target,2024-01-01 13:46:00,0
2286,T3286,C383,355.9,65.0,0,78.51,0,pos,South,food,Unknown,2024-01-01 15:04:00,0
2314,T3314,C450,493.6,29.0,2,55.75,0,mobile,South,electronics,Walmart,2024-01-01 06:37:00,0
2320,T3320,C119,11908.5,49.0,0,62.67,0,pos,South,food,Target,2024-01-01 01:04:00,0
2336,T3336,C399,3046.0,43.0,0,50.15,0,mobile,South,grocery,BestBuy,2024-01-01 05:09:47,0
2345,T3345,C171,5521.5,40.0,0,158.36,1,pos,South,electronics,Target,2024-01-01 01:32:00,1
2408,T3408,C381,442.59,20.0,0,106.06,0,pos,North,food,Walmart,2024-02-01 01:21:41,0
2415,T3415,C142,332.47,25.0,1,167.55,0,mobile,South,shopping,Target,2024-01-01 17:04:00,0
2416,T3416,C500,2424.0,65.0,0,144.18,0,pos,South,grocery,Starbucks,2024-01-01 11:46:00,0
2432,T3432,C117,413.6,38.0,0,163.89,0,mobile,East,electronics,Starbucks,2024-01-01 14:39:00,0
2434,T3434,C439,324.77,69.0,1,63.75,1,mobile,South,Unknown,BestBuy,2024-01-01 16:04:00,0
2451,T3451,C125,339.37,53.0,0,120.07,0,mobile,South,electronics,BestBuy,2024-01-01 12:07:00,0
2460,T3460,C141,509.1,33.0,0,139.52,0,pos,South,shopping,Walmart,2024-02-01 01:12:46,0
2471,T3471,C428,332.5,56.0,1,108.52,0,mobile,North,travel,Starbucks,2024-01-01 19:47:00,0
2485,T3485,C152,396.27,38.0,1,92.77,0,pos,South,grocery,Target,2024-01-01 20:21:00,0
2498,T3498,C145,394.97,43.0,0,64.78,0,pos,East,electronics,Starbucks,2024-01-01 14:52:23,0
2527,T3527,C475,315.7,18.0,0,38.88,1,mobile,East,grocery,BestBuy,2024-01-01 11:21:43,0
2529,T3529,C312,612.88,54.0,0,59.05,1,pos,North,food,Walmart,2024-01-01 06:33:00,0
2530,T3530,C254,5647.5,37.0,0,171.91,0,web,North,shopping,Unknown,2024-01-01 06:46:13,0
2532,T3532,C489,1745.0,43.0,0,129.93,0,pos,North,grocery,Amazon,2024-01-01 11:47:00,0
2551,T3551,C330,588.5,21.0,0,80.03,0,pos,North,electronics,Starbucks,2024-01-02 01:45:00,0
2576,T3576,C191,386.23,20.0,0,187.82,1,mobile,North,electronics,BestBuy,2024-02-01 00:36:03,0
2618,T3618,C168,9248.5,27.0,0,41.17,0,web,North,shopping,BestBuy,2024-01-02 03:41:00,0
2625,T3625,C294,332.64,60.0,0,-11.0,0,web,East,electronics,BestBuy,2024-01-01 02:18:00,0
2636,T3636,C406,338.28,41.0,0,128.1,0,mobile,West,travel,Target,2024-01-01 18:22:00,0
2652,T3652,C139,2308.5,55.0,0,63.41,0,pos,East,shopping,Walmart,2024-01-02 02:17:00,0
2679,T3679,C223,3627.000000000001,20.0,1,104.7,0,mobile,West,travel,Target,2024-01-01 09:17:00,0
2694,T3694,C427,331.04,69.0,0,65.63,0,pos,South,grocery,Amazon,2024-01-01 12:45:00,0
2701,T3701,C175,373.03,60.0,0,122.04,0,web,West,travel,Amazon,2024-01-01 09:15:00,0
2717,T3717,C296,365.72,38.0,0,53.9,0,mobile,East,shopping,Starbucks,2024-01-01 04:22:00,0
2718,T3718,C145,9388.5,41.0,0,179.28,0,mobile,West,grocery,Starbucks,2024-01-01 18:40:00,0
2733,T3733,C229,316.51,48.0,0,137.84,1,web,North,travel,Starbucks,2024-01-01 00:53:00,0
2736,T3736,C485,474.76,41.0,0,157.66,0,mobile,North,travel,Starbucks,2024-01-01 07:36:15,0
2738,T3738,C166,329.06,41.0,0,111.48,1,mobile,West,grocery,Unknown,2024-01-01 03:10:30,0
2746,T3746,C460,4317.5,28.0,0,145.09,0,web,West,grocery,Walmart,2024-01-01 10:58:00,0
2765,T3765,C406,316.85,59.0,0,112.83,0,mobile,South,electronics,BestBuy,2024-01-01 21:30:00,0
2772,T3772,C423,8224.5,68.0,1,57.2,0,pos,South,electronics,Walmart,2024-01-01 17:35:00,0
2782,T3782,C347,397.35,43.0,0,172.96,0,pos,East,travel,Starbucks,2024-01-02 03:31:00,0
2786,T3786,C454,323.47,66.0,0,-15.69,0,pos,North,travel,BestBuy,2024-01-01 07:32:00,0
2789,T3789,C484,526.28,37.0,1,74.38,0,pos,West,shopping,Starbucks,2024-01-01 19:25:48,0
2791,T3791,C403,397.09,53.0,0,55.97,0,mobile,North,electronics,Unknown,2024-01-01 07:50:00,0
2798,T3798,C398,397.27,35.0,0,70.89,0,pos,West,electronics,BestBuy,2024-01-01 12:36:00,0
2803,T3803,C108,322.23,26.0,1,95.95,0,pos,West,shopping,BestBuy,2024-01-01 20:32:00,0
2805,T3805,C156,378.57,36.0,0,128.4,0,web,North,grocery,BestBuy,2024-01-01 02:31:46,0
2836,T3836,C152,499.9,30.0,0,0.0,0,web,North,electronics,Target,2024-01-01 12:12:00,0
2888,T3888,C296,8327.0,43.0,0,84.24,1,web,South,travel,Target,2024-01-01 14:12:00,0
2906,T3906,C410,361.48,38.0,1,120.83,0,pos,South,grocery,Starbucks,2024-01-01 07:39:00,0
2913,T3913,C464,340.66,58.0,0,140.47,0,pos,North,grocery,Amazon,2024-01-01 04:32:45,0
2927,T3927,C329,419.03,32.0,0,122.54,0,web,South,food,Amazon,2024-01-01 23:49:00,0
2963,T3963,C389,384.09,19.0,0,53.05,0,mobile,West,food,Target,2024-01-01 02:38:00,0
2979,T3979,C492,351.52,39.0,0,54.17,0,mobile,North,grocery,BestBuy,2024-02-01 00:57:00,0
2985,T3985,C137,341.23,49.0,0,74.76,0,pos,South,travel,Walmart,2024-01-01 11:12:41,0
3037,T4037,C470,393.06,42.0,0,31.84,0,mobile,South,grocery,Starbucks,2024-01-02 01:51:00,0
3041,T4041,C361,352.94,43.0,0,136.22,0,pos,North,electronics,Target,2024-01-02 01:54:00,0
3055,T4055,C309,345.9,19.0,0,3.43,0,web,South,electronics,Walmart,2024-01-01 00:37:00,0
3067,T4067,C103,335.28,25.0,0,137.11,0,pos,West,travel,Target,2024-02-01 00:15:00,0
3073,T4073,C231,1581.0,57.0,0,181.75,0,web,South,electronics,Starbucks,2024-01-01 17:26:00,0
3091,T4091,C462,316.02,43.0,0,179.61,0,web,West,electronics,Starbucks,2024-02-01 03:41:08,0
3096,T4096,C218,377.26,43.0,0,122.06,0,pos,North,shopping,Target,2024-01-01 03:58:00,0
3237,T4237,C377,321.55,37.0,0,-30.86,0,web,South,electronics,Target,2024-01-01 13:39:00,0
3242,T4242,C436,3892.5,26.0,0,35.58,0,mobile,East,travel,Starbucks,2024-01-01 03:35:00,0
3250,T4250,C470,3802.000000000001,62.0,1,173.21,0,web,West,shopping,Walmart,2024-01-01 07:34:00,1
3285,T4285,C259,393.5,20.0,0,139.17,0,mobile,North,food,Walmart,2024-01-01 06:02:00,0
3294,T4294,C411,344.41,33.0,0,172.57,1,mobile,North,grocery,Target,2024-01-01 11:31:00,0
3301,T4301,C498,587.19,34.0,0,160.07,1,mobile,North,travel,BestBuy,2024-01-01 08:27:00,0
3367,T4367,C100,1570.0,43.0,1,149.39,0,pos,North,travel,Walmart,2024-01-01 13:43:00,0
3395,T4395,C409,556.17,46.0,0,65.8,0,mobile,East,food,Starbucks,2024-01-01 07:52:00,0
3402,T4402,C485,680.58,34.0,0,64.5,0,pos,South,food,Starbucks,2024-02-01 03:44:19,0
3407,T4407,C179,604.41,32.0,0,215.88,0,mobile,North,travel,Target,2024-01-01 10:38:00,0
3431,T4431,C177,467.55,64.0,0,107.68,0,web,West,grocery,Amazon,2024-01-01 15:17:00,0
3443,T4443,C231,27166.000000000004,43.0,0,145.76,0,pos,West,electronics,Amazon,2024-01-01 19:12:39,0
3444,T4444,C126,396.95,24.0,0,88.46,0,mobile,East,food,Walmart,2024-01-02 00:08:00,0
3476,T4476,C438,324.21,50.0,0,63.87,0,web,South,Unknown,Starbucks,2024-01-01 10:49:00,0
3502,T4502,C275,589.18,52.0,0,161.12,0,web,East,travel,BestBuy,2024-01-01 13:54:00,0
3506,T4506,C140,362.62,69.0,0,108.1,0,mobile,West,food,Target,2024-01-01 11:43:49,0
3512,T4512,C462,370.27,23.0,0,116.56,0,mobile,West,electronics,BestBuy,2024-01-01 14:13:59,0
3526,T4526,C204,361.48,36.0,0,68.89,0,mobile,South,shopping,BestBuy,2024-01-01 03:24:00,0
3528,T4528,C163,343.46,43.0,1,164.93,0,web,South,shopping,Walmart,2024-01-01 22:37:00,0
3573,T4573,C333,455.17,20.0,0,56.01,0,web,South,Unknown,Walmart,2024-02-01 00:02:59,0
3601,T4601,C490,4230.0,27.0,0,107.78,0,mobile,South,food,Unknown,2024-01-01 06:10:00,0
3609,T4609,C391,350.41,48.0,0,27.73,0,pos,West,food,Starbucks,2024-01-01 14:18:00,0
3649,T4649,C189,772.35,60.0,0,58.29,1,pos,South,electronics,Target,2024-01-01 21:37:00,0
3678,T4678,C449,8083.499999999999,18.0,0,-16.8,1,pos,South,grocery,Target,2024-01-01 02:15:33,0
3696,T4696,C237,325.69,28.0,0,110.56,0,web,West,shopping,Amazon,2024-01-01 07:11:00,0
3709,T4709,C391,330.66,69.0,1,82.08,0,pos,West,travel,Walmart,2024-01-01 07:52:00,0
3714,T4714,C399,461.61,49.0,1,125.68,0,web,East,shopping,Amazon,2024-01-01 07:54:20,0
3731,T4731,C284,344.44,43.0,0,157.93,0,mobile,North,travel,Amazon,2024-01-01 08:05:00,0
3745,T4745,C410,1194.0,22.0,1,93.91,0,pos,East,grocery,Target,2024-01-01 23:05:00,0
3757,T4757,C385,2093.5,36.0,0,116.51,0,mobile,North,grocery,BestBuy,2024-01-01 08:53:00,0
3789,T4789,C334,394.08,51.0,0,76.19,0,web,South,food,Starbucks,2024-01-01 07:29:00,0
3803,T4803,C150,410.85,39.0,0,18.93,0,web,West,shopping,BestBuy,2024-01-01 18:28:00,0
3805,T4805,C400,349.74,48.0,1,129.41,1,web,East,travel,Target,2024-01-01 23:04:00,0
3844,T4844,C392,878.9999999999999,43.0,0,155.21,0,web,South,travel,Target,2024-01-01 02:51:37,0
3846,T4846,C451,354.57,33.0,0,110.31,0,pos,South,grocery,Unknown,2024-01-01 00:59:00,0
3869,T4869,C279,363.5,28.0,0,114.12,0,pos,North,grocery,Amazon,2024-01-01 12:29:00,0
3882,T4882,C310,317.29,43.0,0,164.7,0,pos,North,Unknown,Target,2024-01-01 06:35:00,0
3913,T4913,C350,383.3,33.0,0,147.34,0,web,North,Unknown,Starbucks,2024-01-01 21:35:37,0
3914,T4914,C400,337.4,36.0,0,62.64,0,mobile,North,grocery,Starbucks,2024-01-01 00:57:00,0
3924,T4924,C287,463.9,29.0,0,141.0,0,pos,East,electronics,Amazon,2024-01-01 11:17:00,0
3928,T4928,C463,5824.5,53.0,0,50.5,0,web,West,electronics,Target,2024-01-01 04:00:00,0
3952,T4952,C361,367.66,43.0,0,15.3,0,web,West,electronics,Amazon,2024-01-01 03:12:00,0
3970,T4970,C499,364.2,48.0,0,179.31,0,pos,West,shopping,BestBuy,2024-01-01 21:27:55,0
4033,T5033,C292,490.38,46.0,0,131.51,0,web,West,electronics,Amazon,2024-01-01 02:20:29,0
4035,T5035,C369,445.86,23.0,0,87.96,0,pos,West,shopping,BestBuy,2024-01-01 20:23:00,0
4036,T5036,C477,378.45,48.0,0,122.58,0,pos,West,grocery,Starbucks,2024-01-01 09:35:00,0
4059,T5059,C150,482.37,62.0,0,79.57,0,web,West,grocery,Target,2024-01-01 17:24:00,0
4061,T5061,C422,1180.5,30.0,1,94.89,0,pos,West,electronics,Target,2024-01-01 06:11:00,1
4067,T5067,C204,387.05,24.0,0,144.65,0,web,East,grocery,Unknown,2024-01-01 15:13:47,0
4106,T5106,C239,336.11,69.0,0,123.23,0,mobile,North,Unknown,Walmart,2024-01-01 22:57:00,0
4112,T5112,C243,359.5,20.0,0,35.49,0,pos,East,grocery,Unknown,2024-01-01 04:45:00,0
4158,T5158,C434,316.14,23.0,0,91.28,1,web,North,Unknown,Starbucks,2024-02-01 03:40:47,0
4171,T5171,C349,436.9,25.0,1,152.26,0,web,North,travel,BestBuy,2024-02-01 02:52:00,0
4175,T5175,C406,541.91,62.0,0,191.72,0,mobile,East,grocery,Starbucks,2024-01-01 09:04:07,0
4193,T5193,C385,6551.5,43.0,0,135.81,0,web,North,shopping,Unknown,2024-01-01 03:14:00,0
4203,T5203,C354,330.99,50.0,0,61.62,1,mobile,West,food,Target,2024-01-01 00:49:00,0
4247,T5247,C126,641.5,48.0,0,119.31,0,pos,North,grocery,Walmart,2024-01-01 16:36:25,0
4249,T5249,C302,348.42,64.0,0,89.02,0,pos,West,travel,Walmart,2024-01-01 03:09:24,0
